2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500
1.000000,1.138071,1.785796,1.554320,2.103140,2.205473,2.741732,2.896019,3.092408,3.141923,3.195954,3.304738,4.309805,4.227048,4.845066,4.991974,5.150940,5.205541,6.812955,6.739669,6.157857,6.069114,6.961464,6.890510,6.988971,6.997536,6.549501,6.638513,8.763450,8.694143,9.249463,9.377862,9.332289,9.200040,10.114287,10.061510,10.259425,10.312731,11.213360,11.228077,11.929193,11.874066,11.763784,11.789590,11.914916,11.827103,13.010628,13.027564,13.427152,13.286392,14.069014,14.104890,14.636094,14.651755,14.767090,14.898876,16.015338,15.978600,16.288483,16.328520,17.022244,17.078948,16.375889,16.282393,17.011997,16.983308,18.387257,18.471762,18.668571,18.544033,21.134984,21.028185,19.897028,19.874155,19.920392,20.104383,20.716254,20.762822,21.752062,21.616088,20.480781,20.707426,21.564916,21.507154,23.868861,23.890203,23.319220,23.235128,25.052929,24.912114,23.771582,23.881602,25.437196,25.533044,25.557058,25.585681,25.888028,26.020544,27.356193,27.480757,26.739953,26.800922,27.175752,27.073419,29.067767,29.048865,29.511623,29.608122,30.051107,30.177525,30.415543,30.212396,29.560932,29.562286,31.346773,31.359010,32.168199,32.170002,31.533759,31.431517,35.221612,35.150765,33.874132,33.834965,33.830178,33.723264,34.604959,34.595280,36.372062,36.288782,36.042382,35.915787,35.483979,35.468351,35.745288,35.635530,35.203820,35.169266,38.574766,38.289475,36.318023,36.204572,37.539207,37.632071,38.344904,38.540842,39.026607,39.163441,39.970945,40.049196,40.332997,40.419233,39.804059,39.842197,39.650798,39.711752,40.801573,41.016729,43.159086,43.024808,43.950570,43.975253,44.102137,44.093608,43.465078,43.446658,43.396927,43.315183,44.201527,44.077720,44.041063,44.500303,44.924889,44.889074,46.764796,46.855477,49.509244,49.642754,49.732631,49.770195,47.632351,47.538991,49.639110,49.711883,50.699506,50.654817,49.006024,48.992675,48.686633,48.825476,50.345745,50.234055,52.014165,52.091902,51.332526,51.287504,51.480639,51.412187,53.673719,53.002495,54.555370,54.550783,53.931930,53.949060,53.508247,53.372071,54.252887,55.363278,55.418409,55.515432,58.966018,58.977071,57.659555,57.705014,58.791904,58.717939,58.389427,58.397053,56.844791,56.852283,58.135445,57.692503,59.189300,59.292337,60.220771,60.122958,59.055102,59.117177,56.456868,56.624522,59.943276,60.867664,62.908367,62.990165,62.358907,62.248574,62.518131,61.891826,62.804863,62.826710,62.746206,62.094831,65.322468,65.187164,64.891568,64.939268,66.435856,66.366826,67.767966,67.795770,67.680217,67.598473,67.935386,67.872905,67.081113,67.418233,67.593086,67.592851,69.291634,69.199392,67.976990,67.494753,69.670906,69.594181,69.608150,69.504111,71.729524,71.854009,70.404025,71.329971,69.252306,69.850159,69.167685,69.209780,74.185303,73.688810,72.362704,71.344033,73.804088,73.861744,74.388979,74.697681,72.862784,72.767149,74.450418,74.648854,76.392908,76.315591,77.498945,77.535128,78.381810,75.221894,78.858225,77.847015,77.434248,77.345571,77.351732,77.402133,78.599493,78.352706,78.420505,79.969767,78.752162,78.791928,82.629941,80.183239,82.216366,79.196573,79.900845,77.485337,80.187123,81.691487,80.177790,83.494519,81.830417,83.669812,83.441329,83.079486,81.632671,83.788414,82.621999,84.104141,85.331101,86.363106,84.853237,84.910642,87.895512,87.330602,87.277285,87.462894,87.793228,87.511157,89.875687,90.025353,89.292919,89.117600,88.159856,90.748813,88.648217,89.641293,90.878598,89.957781,92.640313,92.748901,89.963311,89.320285,89.166833,88.811308,92.621607,93.159842,90.756674,94.454802,92.799411,94.189452,92.335395,93.242998,95.262631,95.063159,91.418458,94.352276,94.889921,96.923989,95.997224,96.149183,96.139841,96.855057,98.063661,94.810026,96.988474,96.972940,97.674980,98.103989,101.465777,98.634667,98.997786,97.271767,100.383312,99.709062,99.432616,101.018417,102.910290,98.542001,100.543132,104.943833,100.403066,101.387269,102.168977,102.618589,101.643966,103.284381,103.027693,103.689561,102.899783,101.070288,101.358132,103.543787,102.746618,104.213529,107.688158,106.463179,104.517245,105.114073,104.842782,106.666822,106.151528,108.009960,105.348494,106.147328,107.872594,106.945545,106.495791,109.167321,108.427421,107.183052,110.012832,108.518174,112.196691,109.138494,107.818284,110.190566,108.179225,111.823771,112.463949,108.331694,111.812836,113.253641,111.101204,112.940512,112.041857,111.497728,114.618049,111.345517,113.924482,113.356080,114.107755,113.262997,115.777119,115.354325,112.363742,115.120006,115.818607,116.389248,116.630941,117.649523,115.048274,117.240604,118.878436,117.656671,117.010588,118.602408,117.890451,118.453683,117.687674,118.404020,120.846421,118.518038,120.363040,121.086278,121.185107,121.530378,119.764892,119.388403,119.874521,121.871087,123.475694,122.528191,122.398642,121.999629,123.821796,122.854921,123.113623,122.213582,124.774327,122.176681,124.340444,125.516717,126.552149,124.751957,126.264653,124.617372,126.341249,125.309790,127.556574,129.196742,126.835047,126.143799,126.926457,126.270445,128.817904,128.554224,131.125396,129.886743,129.492610,129.086869,128.563852,129.230174,130.985941,130.412936,132.195087
